Text,Source
"To encourage more competition among exporting countries, the U.S. is proposing that export subsidies, including tax incentives for exporters, be phased out in five years.",ontonotes5
"Examples of the divisive effects of racial gerrymandering can be seen in two cities--New York and Birmingham, Ala.",ontonotes5
New York City:,ontonotes5
"Racial gerrymandering has been a familiar policy in New York City since 1970, when Congress first amended the Voting Rights Act to expand its reach beyond the Southern states.",ontonotes5
"In 1972, the Justice Department required that the electoral map in the borough of Brooklyn be redrawn to concentrate black and Hispanic votes, despite protests that the new electoral boundaries would split a neighborhood of Hasidic Jews into two different districts.",ontonotes5
"This year, a commission appointed by the mayor to revise New York's system of government completed a new charter, expanding the City Council to 51 from 35 members.",ontonotes5
"In this connection, it is important to note that several members of New York's sitting City Council represent heterogeneous districts that bring together sizable black, Hispanic, and non-Hispanic white populations--Carolyn Maloney's 8th district in northern Manhattan and the south Bronx and Susan Alter's 25th district in Brooklyn, for example.",ontonotes5
"Birmingham, Ala.:",ontonotes5
The unusual situation in Birmingham vividly illustrates the divisive consequences of carving out safe districts for racial minorities.,ontonotes5
"No federal court has ruled that the Voting Rights Act protects a white minority, but in June the Justice Department approved a districting plan for Birmingham that carves out three white-majority districts and six black-majority districts.",ontonotes5
"Richard Arrington, Birmingham's black mayor, lamented the consequences.",ontonotes5
Ms. McCaughey is a constitutional scholar at the Center for the Study of the Presidency in New York.,ontonotes5
The Justice Department has distributed these new guidelines for U.S. Attorneys prosecuting RICO cases.,ontonotes5
"``People are waiting for -LCB- new -RCB- factory giveaways ,'' said Ben Kaye, sales manager of Bob Brest Auto World in Lynn, Mass., whose sales are slow.",ontonotes5
"Industry analyst John H. Qualls, a vice president with Hill & Knowlton in St. Louis, forecasts that domestic auto makers will have a 93-day supply of cars at the end of the year, even if car sales improve to a 6.5 million vehicle rate for the quarter.",ontonotes5
"Town & Country Ford in Charlotte, N.C., still needs to move about 850 1989 cars and trucks.",ontonotes5
"The No. 3 U.S. auto maker had a 23.7% plunge in car sales to 22,336 and a 17.5% drop in truck sales to 22,925, which include its minivans and Jeeps.",ontonotes5
"Toyota Motor Corp., which opened a plant in Georgetown, Ky., last year, saw sales triple to 6,256 vehicles.",ontonotes5
First Executive and troubled Valley National Corp. of Arizona were next in line.,ontonotes5
The weight of Lebanon's history was also against him; and it is a history Israel is in danger of repeating.,ontonotes5
"Like Lebanon, and however unfairly, Israel is regarded by the Arab world as a colonial aberration.",ontonotes5
"Like Lebanon, Israel is being remade by demography.",ontonotes5
In Greater Israel more than half the children under six are Muslims.,ontonotes5
"Yet Israel will neither share power with all these Arabs nor, says its present prime minister, redraw its borders closer to its pre-1967 Jewish heartland.",ontonotes5
"Unlike the Maronites, Israel's Jews will not let themselves become the weakest force in a system of private armies; Jerusalem will become Belfast before it becomes Beirut.",ontonotes5
"Probably the most clear-cut Soviet violation, for example, is the Krasnoyarsk radar.",ontonotes5
"-- ``Arms Control Reality ,'' Nov. 20, 1984, the first of some 20 Journal editorials saying that Krasnoyarsk violated the ABM treaty.",ontonotes5
"-- The U.S.S.R. has taken unprecedented unilateral measures of openness, by giving American representatives a possibility to inspect the building site of the Krasnoyarsk radar as well as radar vans in the areas of Gomel and Moscow, so as to see for themselves that there are no violations of the ABM treaty of 1972 on the part of the Soviet Union.",ontonotes5
"We're happy, we guess, to receive confirmation of the Krasnoyarsk violation from the Soviets, five years after we started writing about it.",ontonotes5
Our own test of ``glasnost's'' authenticity would be a Soviet decision to open itself to a complete international examination of one of the most troubling mysteries in U.S.-Soviet relations--the reported 1979 anthrax outbreak at a Soviet military facility in Sverdlovsk.,ontonotes5
"The U.S. government has never waivered in its assessment of this incident as an accident at a biological weapons facility there, and hence a violation of the 1972 Biological Weapons Convention.",ontonotes5
"The Pentagon's recently issued ``Soviet Military Power ,'' though in general adopting a softer line, repeated the Sverdlovsk assessment.",ontonotes5
It also was detailed in Congressional testimony this past February: An explosion at the Microbiology and Virology Institute in Sverdlovsk released anthrax germs that caused a significant number of deaths.,ontonotes5
"Since Mr. Shevardnadze did not address this topic before the Supreme Soviet, the Soviet Union's official position remains that the anthrax deaths were caused by tainted meat.",ontonotes5
We doubt this claim just as we doubted Mr. Shevardnadze's assurance last year that Krasnoyarsk didn't violate the ABM treaty.,ontonotes5
"And just as we did not believe the tendentious claims of the Congressmen and arms-control advocates who visited Krasnoyarsk, we are in no way persuaded by the assent to the tainted-meat theory by a U.S. team of scientists who met with Soviet counterparts in Washington last year.",ontonotes5
Sverdlovsk is a large gray cloud over glasnost and indeed over the legitimacy of the arms-control process itself.,ontonotes5
"The U.S. government's Sverdlovsk complaint, as with Krasnoyarsk, is no mere political posturing.",ontonotes5
"Biological weapons violations have figured little in political debate, and indeed have not been pressed vigorously enough by the U.S. government.",ontonotes5
"But the stated U.S. position is detailed and specific, and the prospect of biological warfare is profoundly chilling.",ontonotes5
"The Soviets should be willing to set in motion a process that would allow them to acknowledge that Sverdlovsk violated the 1972 agreement or, alternatively, that would give U.S. specialists reasonable confidence that this was a wholly civilian accident.",ontonotes5
"Northeast's raised bid, which was supported by PS of New Hampshire's official shareholder committee, is a prelude to what is expected to be a round of higher bids by the other groups trying to acquire the company, the largest utility in New Hampshire.",ontonotes5
"The$ 2.25 billion value claimed by Northeast, based in Hartford, Conn., is the highest yet given to a bid.",ontonotes5
"Assuming full operation of the Seabrook nuclear power plant, which is completed but isn't yet operating, equity holders would receive up to$ 500 million in cash, preferred stock and new 10-year Seabrook bonds.",ontonotes5
"In addition, Northeast promised the State of New Hampshire that rate increases would be limited to 5.5% annually for seven years.",ontonotes5
Its previous proposal had conditioned rate limits on Seabrook operations and other contingencies.,ontonotes5
"New England Electric System, Westborough, Mass., has proposed buying the company for$ 2 billion as part of a plan that would require rate increases of only 4.8% annually for seven years.",ontonotes5
The state of New Hampshire has favored that plan.,ontonotes5
"The other bidder is United Illuminating Co., New Haven, Conn., with a bid valued at$ 2.2 billion and and a proposal for seven years of 5.5% rate increases.",ontonotes5
"Once again, the indomitable peasant holds Poland's future in his hands.",ontonotes5
"Factory workers on strike knocked Poland's Communist bosses off balance last year; this year, it was the farmers who brought them down.",ontonotes5
